Passenger_trav_group,PassengerId_in_group,HomePlanet,CryoSleep,Deck_num,Room_num,Bord_side,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,First_name,Last_name,Transported_model,Transported_true
7681,1,Mars,True,E,505,right,TRAPPIST-1e,35,False,0,0,0,0,0,Appers,Upead,True,False
7685,1,Earth,True,G,1249,right,TRAPPIST-1e,34,False,0,0,0,0,0,Ren,Patteraley,True,False
7718,1,Earth,True,B,297,right,TRAPPIST-1e,18,False,0,0,0,0,0,Tachbah,Hontichre,True,False
7725,1,Earth,True,D,243,left,TRAPPIST-1e,34,False,0,0,0,0,0,Elebola,Batonsufft,True,False
7726,1,Earth,True,G,1241,left,TRAPPIST-1e,13,False,0,0,0,0,0,Helly,Belley,True,False
7737,1,Earth,True,G,1242,left,TRAPPIST-1e,20,False,0,0,0,0,0,Maura,Howence,True,False
7765,1,Earth,True,G,1255,right,TRAPPIST-1e,1,False,0,0,0,0,0,Alvira,Mejiamsey,True,False
7765,2,Earth,True,G,1255,right,TRAPPIST-1e,21,False,0,0,0,0,0,Maura,Mejiamsey,True,False
7765,3,Earth,True,G,1255,right,TRAPPIST-1e,24,False,0,0,0,0,0,Sus,Mejiamsey,True,False
7772,1,Earth,True,G,1247,left,TRAPPIST-1e,26,False,0,0,0,0,0,Vanley,Josey,True,False
7779,1,Earth,False,A,95,right,Cancri e,35,False,0,3495,0,53,758,Anchira,Hoorbaring,True,False
7792,2,Earth,True,B,302,right,TRAPPIST-1e,28,False,0,0,0,0,0,Pulchib,Unsible,True,False
7807,1,Earth,True,G,1255,left,PSO J318,21,False,0,0,0,0,0,Veremy,Blancoy,True,False
7811,1,Mars,True,E,512,right,TRAPPIST-1e,47,False,0,0,0,0,0,Skix,Pore,True,False
7819,1,Earth,True,G,1263,right,TRAPPIST-1e,18,False,0,0,0,0,0,Elody,Estein,True,False
7827,1,Earth,True,B,304,right,TRAPPIST-1e,58,False,0,0,0,0,0,Acceleb,Mormonized,True,False
7838,1,Earth,True,C,292,right,TRAPPIST-1e,27,False,0,0,0,0,0,Alyadum,Disheract,True,False
7857,1,Earth,True,G,1263,left,PSO J318,25,False,0,0,0,0,0,Ricard,Gordond,True,False
7862,1,Earth,True,G,1266,left,TRAPPIST-1e,16,False,0,0,0,0,0,Milda,Delazarson,True,False
7880,2,Earth,False,A,84,left,Cancri e,27,False,0,476,21,2,2067,Scelava,Monpreery,True,False
7887,1,Earth,True,G,1275,left,TRAPPIST-1e,24,False,0,0,0,0,0,Hughy,Morrows,True,False
7893,1,Earth,True,C,294,right,TRAPPIST-1e,23,False,0,0,0,0,0,Chamak,Polksy,True,False
7893,5,Earth,True,C,294,right,TRAPPIST-1e,40,False,0,0,0,0,400,Mothab,Polksy,True,False
7909,2,Earth,True,E,520,right,TRAPPIST-1e,21,False,8,0,0,0,1612,Eilace,Flynnis,True,False
7911,1,Earth,True,G,1277,right,TRAPPIST-1e,18,False,0,0,0,0,0,Fayey,Holcompton,True,False
7915,1,Mars,True,E,521,right,TRAPPIST-1e,20,False,0,0,0,0,0,Dilk,Ecart,True,False
7915,3,Mars,True,E,521,right,TRAPPIST-1e,22,False,0,0,0,0,0,Alspil,Ecart,True,False
7917,1,Earth,True,G,1280,left,TRAPPIST-1e,16,False,250,0,0,0,0,Guadae,Carterson,True,False
7927,1,Earth,True,G,1282,left,PSO J318,55,False,0,0,0,0,0,Sall,Bertsontry,True,False
7927,2,Earth,True,G,1282,left,TRAPPIST-1e,7,False,0,0,0,0,0,Dian,Bertsontry,True,False
7934,2,Mars,True,F,1519,right,TRAPPIST-1e,21,False,0,0,0,0,0,unknown,unknown,True,False
7964,1,Mars,True,F,1526,right,TRAPPIST-1e,35,False,0,0,0,0,0,Weaffs,Buche,True,False
7965,1,Earth,True,G,1287,right,TRAPPIST-1e,21,False,0,0,0,0,0,Jayne,Bradlerson,True,False
7975,1,Mars,True,F,1649,left,TRAPPIST-1e,69,False,0,0,0,0,0,Stchex,Cone,True,False
7991,4,Earth,True,C,260,left,TRAPPIST-1e,18,False,0,0,0,150,0,Tarmus,Fembly,True,False
7997,1,Earth,True,G,1291,right,PSO J318,18,False,0,0,0,0,0,Teryla,Byerry,True,False
7998,2,Earth,True,C,299,right,PSO J318,39,False,0,0,0,0,0,Alrair,Valousead,True,False
8009,1,Earth,True,G,1297,left,PSO J318,49,False,0,0,0,0,0,Eriana,Flowensley,True,False
8011,1,Mars,True,E,529,right,TRAPPIST-1e,46,False,0,0,0,0,0,Man,Sty,True,False
8039,2,Earth,True,B,264,left,TRAPPIST-1e,18,False,0,0,0,0,0,Sulaos,Invebodene,True,False
8040,1,Mars,True,E,520,left,TRAPPIST-1e,24,False,0,0,0,0,0,Wat,Shcad,True,False
8044,1,Earth,True,D,233,right,TRAPPIST-1e,31,False,0,0,0,0,0,Nasliak,Sedece,True,False
8051,2,Earth,True,G,1301,right,TRAPPIST-1e,36,False,0,0,0,0,0,Gera,Hartley,True,False
8073,1,Earth,True,G,1303,left,TRAPPIST-1e,24,False,0,0,0,0,0,Eddiey,Davens,True,False
8090,1,Earth,True,G,1307,left,TRAPPIST-1e,13,False,0,0,0,0,0,Guadae,Dyers,True,False
8096,1,Mars,True,F,1673,left,TRAPPIST-1e,32,False,0,0,0,500,0,Varz,Docke,True,False
8101,1,Mars,True,F,1551,right,TRAPPIST-1e,25,False,0,0,0,0,0,Froops,Sione,True,False
8111,1,Earth,True,G,1309,left,TRAPPIST-1e,43,False,0,0,0,0,0,Nance,Byerton,True,False
8113,1,Earth,True,G,1307,right,PSO J318,3,False,0,0,0,0,0,Coreen,Castannison,True,False
8163,1,Mars,True,E,540,right,TRAPPIST-1e,21,False,0,0,0,0,0,Shams,Opité,True,False
8170,1,Earth,True,B,271,left,TRAPPIST-1e,47,False,0,0,0,0,0,Nuson,Conachets,True,False
8172,1,Mars,True,F,1562,right,TRAPPIST-1e,24,False,0,0,0,0,0,Tive,Boure,True,False
8179,1,Earth,True,C,270,left,TRAPPIST-1e,42,False,0,0,0,0,0,Megrezn,Dierome,True,False
8193,1,Earth,True,G,1327,left,PSO J318,18,False,0,0,0,0,0,Raque,Hutchinton,True,False
8195,1,Earth,True,C,272,left,TRAPPIST-1e,42,False,250,0,0,0,0,Tauva,Folumorly,True,False
8196,2,Earth,True,G,1321,right,TRAPPIST-1e,37,False,0,0,0,0,0,Pattin,Bartines,True,False
8198,1,Earth,True,G,1328,left,TRAPPIST-1e,27,False,0,0,230,0,0,Ericky,Estevesters,True,False
8201,1,Earth,True,D,255,left,TRAPPIST-1e,26,False,0,0,0,0,0,unknown,unknown,True,False
8223,1,Earth,True,G,1324,right,TRAPPIST-1e,34,False,0,0,0,0,0,Jillie,Andley,True,False
8241,1,Earth,True,G,1329,right,TRAPPIST-1e,25,False,0,0,0,0,0,Sanya,Mulley,True,False
8245,1,Earth,True,G,1338,left,TRAPPIST-1e,0,False,0,0,0,0,0,Millia,Cookentaney,True,False
8245,2,Earth,True,G,1338,left,TRAPPIST-1e,38,False,0,0,0,0,0,Evan,Cookentaney,True,False
8246,1,Mars,True,E,528,left,TRAPPIST-1e,30,False,0,0,0,0,0,Walmon,Cle,True,False
8250,1,Earth,True,G,1340,left,TRAPPIST-1e,21,False,0,0,0,0,0,Gory,Hinetthews,True,False
8278,1,Earth,True,G,1335,right,TRAPPIST-1e,17,False,0,0,0,0,0,Walley,Weaves,True,False
8284,1,Earth,True,G,1337,right,PSO J318,33,False,0,0,0,0,0,Natald,Cooperkins,True,False
8286,1,Earth,True,C,309,right,TRAPPIST-1e,37,False,0,0,0,0,0,Tetra,Unhaftimle,True,False
8290,1,Mars,True,F,1590,right,TRAPPIST-1e,49,False,0,0,0,0,0,Sumpix,Harte,True,False
8296,1,Mars,True,F,1706,left,TRAPPIST-1e,33,False,0,0,0,0,0,Clues,Brazo,True,False
8304,2,Mars,True,F,1707,left,TRAPPIST-1e,1,False,0,0,0,0,0,Bubbix,Flaie,True,False
8305,1,Earth,True,B,322,right,TRAPPIST-1e,20,False,0,0,0,0,0,Anchib,Fansty,True,False
8305,3,Earth,True,B,322,right,TRAPPIST-1e,33,False,0,0,0,0,0,Sadirk,Fansty,True,False
8312,1,Mars,True,F,1597,right,TRAPPIST-1e,22,False,0,0,0,0,200,Cocors,Cola,True,False
8325,1,Earth,True,G,1342,right,TRAPPIST-1e,27,False,0,0,0,0,0,Ambert,Horners,True,False
8347,1,Earth,True,G,1360,left,PSO J318,24,False,0,0,0,0,0,Wandy,Buchansen,True,False
8364,1,Earth,True,G,1362,left,PSO J318,22,False,0,0,0,0,0,Briney,Oneidson,True,False
8372,1,Earth,True,C,314,right,TRAPPIST-1e,36,False,0,0,0,0,0,Mediton,Spressive,True,False
8385,1,Mars,True,F,1723,left,TRAPPIST-1e,29,False,0,0,0,0,0,Libers,Queen,True,False
8389,1,Earth,True,G,1344,right,PSO J318,18,False,0,0,0,0,0,Andyn,Burraymons,True,False
8400,2,Earth,True,G,1345,right,TRAPPIST-1e,39,False,0,0,0,0,0,Murie,Cartyernan,True,False
8402,1,Earth,True,C,278,left,TRAPPIST-1e,34,False,0,0,0,0,0,Arkar,Mostedry,True,False
8402,2,Earth,True,C,278,left,TRAPPIST-1e,25,False,0,0,0,0,0,Ashelik,Mostedry,True,False
8402,3,Earth,True,C,278,left,TRAPPIST-1e,25,False,0,0,0,0,0,Haldah,Cratrave,True,False
8408,2,Earth,True,G,1347,right,PSO J318,41,False,0,0,0,0,0,Karene,Pottmanley,True,False
8413,1,Earth,True,G,1348,right,TRAPPIST-1e,15,False,0,0,0,0,0,Branda,Vanglis,True,False
8425,2,Earth,True,G,1350,right,TRAPPIST-1e,40,False,0,0,0,0,0,Hilia,Holcompson,True,False
8434,1,Earth,True,D,261,left,TRAPPIST-1e,41,False,0,0,0,0,0,Azham,Baciffhaut,True,False
8439,1,Earth,True,G,1378,left,TRAPPIST-1e,19,False,0,0,0,0,0,Ton,Jacobbinson,True,False
8440,2,Mars,True,F,1731,left,TRAPPIST-1e,3,False,0,0,0,0,0,Frunch,Meate,True,False
8440,3,Mars,True,F,1731,left,TRAPPIST-1e,19,False,0,0,0,0,0,Eloos,Meate,True,False
8443,1,Mars,True,B,58,left,TRAPPIST-1e,19,False,0,0,0,0,0,Crans,Ste,True,False
8445,1,Earth,True,G,1353,right,PSO J318,29,False,0,0,230,0,0,Dennya,Toddleton,True,False
8445,2,Earth,True,G,1353,right,TRAPPIST-1e,54,False,0,0,0,0,0,Elenna,Nguerrettye,True,False
8450,3,Mars,True,F,1735,left,TRAPPIST-1e,19,False,0,0,0,0,0,Crunch,Minen,True,False
8464,2,Mars,True,F,1631,right,TRAPPIST-1e,34,False,0,0,0,0,0,Bleark,Weeke,True,False
8478,1,Earth,True,G,1357,right,TRAPPIST-1e,3,False,0,0,0,0,0,Bra,Clinantones,True,False
8484,1,Mars,True,F,1634,right,TRAPPIST-1e,39,False,0,0,0,0,0,Cousk,Welte,True,False
8485,1,Earth,True,G,1359,right,PSO J318,55,False,0,0,0,0,0,Bertle,Hammons,True,False
8499,1,Earth,True,G,1362,right,PSO J318,24,False,0,0,0,0,0,Monald,Farmonrada,True,False
8501,1,Earth,True,G,1363,right,PSO J318,31,False,0,0,0,0,0,Julin,Logannon,True,False
8510,2,Mars,True,F,1636,right,TRAPPIST-1e,16,False,0,0,0,0,0,Muls,Lake,True,False
8517,1,Earth,False,A,87,left,Cancri e,25,False,0,257,2,896,119,Alcorab,Embleng,True,False
8518,1,Earth,True,G,1366,right,TRAPPIST-1e,22,False,0,0,0,0,0,Glenry,Masquez,True,False
8525,2,Earth,True,C,321,right,TRAPPIST-1e,47,False,0,0,0,0,0,Taurak,Poselfle,True,False
8531,1,Earth,True,G,1388,left,TRAPPIST-1e,18,False,0,0,0,0,0,Eleaha,Beckeey,True,False
8533,1,Earth,True,G,1370,right,TRAPPIST-1e,62,False,0,0,0,0,0,Heryle,Beckeey,True,False
8534,2,Earth,True,G,1371,right,PSO J318,2,False,0,0,0,0,0,Luise,Gallenry,True,False
8534,3,Earth,True,G,1371,right,TRAPPIST-1e,48,False,0,0,0,0,0,Kene,Gallenry,True,False
8538,1,Mars,True,F,1644,right,TRAPPIST-1e,28,False,2585,0,4,2,7,Hoow,Bla,True,False
8543,2,Earth,True,G,1373,right,PSO J318,23,False,0,0,0,0,0,Briney,Juartis,True,False
8543,7,Earth,True,G,1373,right,PSO J318,37,False,0,0,0,500,0,Kirky,Peterstarks,True,False
8555,1,Earth,True,G,1390,left,PSO J318,38,False,0,0,0,0,0,Jandy,Garrez,True,False
8558,1,Earth,True,G,1374,right,TRAPPIST-1e,32,False,0,0,0,0,0,Lestie,Miltongson,True,False
8565,1,Earth,True,G,1376,right,TRAPPIST-1e,31,False,0,0,0,0,0,Dary,Wolferguson,True,False
8582,1,Earth,True,G,1380,right,TRAPPIST-1e,19,False,0,0,0,0,0,Nice,Whitez,True,False
8583,1,Mars,True,F,1762,left,TRAPPIST-1e,27,False,0,0,0,0,0,Jel,Brine,True,False
8583,2,Mars,True,F,1762,left,TRAPPIST-1e,8,False,0,0,0,0,0,Apples,Brine,True,False
8600,1,Earth,True,G,1384,right,TRAPPIST-1e,14,False,0,0,0,0,0,Les,Munozanson,True,False
8601,1,Earth,True,G,1395,left,TRAPPIST-1e,53,False,13,0,47,0,748,Lynnon,Maystuarey,True,False
8608,1,Earth,True,G,1397,left,PSO J318,13,False,0,0,0,0,0,Brene,Klinson,True,False
8632,1,Earth,True,G,1401,left,TRAPPIST-1e,16,False,0,0,0,0,0,Luison,Buckeelez,True,False
8632,2,Earth,True,G,1401,left,TRAPPIST-1e,6,False,0,0,0,0,0,Eulah,Buckeelez,True,False
8647,1,Mars,True,F,1669,right,TRAPPIST-1e,22,False,0,0,0,0,0,Anakes,Shrie,True,False
8648,3,Earth,True,G,1403,left,TRAPPIST-1e,23,False,0,0,0,0,0,Kennie,Pughlinsons,True,False
8665,1,Earth,True,G,1405,left,TRAPPIST-1e,19,False,0,0,0,0,0,Rayne,Leblanchez,True,False
8666,1,Earth,True,G,1396,right,TRAPPIST-1e,28,False,0,0,230,0,0,Melara,Merce,True,False
8679,1,Earth,True,G,1407,left,TRAPPIST-1e,22,False,0,0,0,0,0,Kayne,Emenez,True,False
8689,1,Earth,True,G,1408,left,TRAPPIST-1e,6,False,0,0,0,0,0,Guye,Harrenoldez,True,False
8692,3,Earth,True,C,286,left,TRAPPIST-1e,24,False,0,0,0,0,0,Algor,Extraly,True,False
8697,1,Earth,True,G,1401,right,PSO J318,25,False,0,0,0,0,0,Milyla,Fowles,True,False
8699,1,Earth,True,G,1403,right,PSO J318,52,False,0,0,0,0,0,Dona,Quinnedy,True,False
8715,1,Earth,True,G,1414,left,TRAPPIST-1e,18,False,0,0,0,0,0,Carley,Logannon,True,False
8725,1,Earth,True,G,1405,right,TRAPPIST-1e,7,False,0,0,0,0,0,Antony,Barks,True,False
8726,1,Mars,True,F,1796,left,TRAPPIST-1e,38,False,0,0,0,0,0,Toisps,Bane,True,False
8737,1,Mars,True,F,1801,left,TRAPPIST-1e,42,False,0,0,0,0,0,Herk,Tre,True,False
8738,1,Earth,True,G,1418,left,TRAPPIST-1e,35,False,0,0,0,0,0,Tricki,Vincenton,True,False
8746,1,Earth,True,G,1407,right,PSO J318,19,False,0,0,0,0,0,Krisa,Alldson,True,False
8747,1,Mars,True,F,1693,right,TRAPPIST-1e,34,False,250,0,0,0,0,Jurs,Pine,True,False
8775,1,Earth,True,D,275,left,TRAPPIST-1e,40,False,0,0,0,0,0,Raston,Maltorted,True,False
8778,1,Mars,True,F,1809,left,TRAPPIST-1e,33,False,0,0,0,0,0,Craird,Pane,True,False
8778,2,Mars,True,F,1809,left,TRAPPIST-1e,4,False,0,0,0,0,0,Ses,Onpie,True,False
8793,2,Earth,True,C,289,left,PSO J318,25,False,0,0,0,500,0,Dhena,Unreezy,True,False
8793,5,Earth,True,C,289,left,TRAPPIST-1e,47,False,0,0,230,0,0,Skatz,Unreezy,True,False
8800,1,Earth,True,G,1423,left,TRAPPIST-1e,3,False,0,0,0,0,0,unknown,unknown,True,False
8804,1,Mars,True,F,1814,left,TRAPPIST-1e,20,False,0,0,0,0,0,Crowls,Winie,True,False
8804,2,Mars,True,F,1814,left,TRAPPIST-1e,63,False,0,0,0,0,0,Gra,Sunie,True,False
8804,3,Mars,True,F,1814,left,TRAPPIST-1e,15,False,0,0,0,0,0,Alk,Pri,True,False
8814,1,Earth,True,G,1425,left,TRAPPIST-1e,17,False,0,0,0,0,0,Hardy,Simsey,True,False
8839,2,Earth,False,A,105,right,Cancri e,45,False,17,2914,0,4,1813,Sulaton,Pinoffent,True,False
8847,1,Earth,True,G,1432,left,TRAPPIST-1e,13,False,0,0,0,0,0,Shalle,Fuentryoung,True,False
8870,1,Mars,True,F,1718,right,TRAPPIST-1e,13,False,0,0,0,0,0,Spies,Surry,True,False
8875,3,Earth,True,C,330,right,TRAPPIST-1e,32,False,0,0,0,0,0,Alkeson,Oillicaly,True,False
8877,1,Earth,True,C,292,left,TRAPPIST-1e,48,False,0,0,0,0,0,Zinoth,Pokerheed,True,False
8877,2,Earth,True,C,292,left,TRAPPIST-1e,54,False,0,0,0,0,0,Saxinon,Pokerheed,True,False
8879,1,Earth,True,G,1437,left,TRAPPIST-1e,21,False,0,0,0,0,0,Fayel,Conney,True,False
8895,1,Earth,True,C,294,left,TRAPPIST-1e,39,False,0,0,0,0,0,Astrak,Hossive,True,False
8908,1,Earth,True,G,1439,right,PSO J318,19,False,0,0,0,0,0,Luise,Daughessey,True,False
8912,1,Earth,True,G,1443,left,PSO J318,33,False,0,0,0,0,0,Dord,Pernard,True,False
8913,1,Earth,True,G,1444,left,TRAPPIST-1e,39,False,0,0,0,0,0,Jodyn,Bellarkerd,True,False
8913,2,Earth,True,G,1444,left,TRAPPIST-1e,1,False,0,0,0,0,0,Luise,Bellarkerd,True,False
8916,1,Earth,True,G,1447,left,TRAPPIST-1e,39,False,0,0,0,0,0,Joela,Gordanieves,True,False
8917,1,Earth,True,G,1440,right,TRAPPIST-1e,26,False,0,0,0,0,0,Kentha,Hendrys,True,False
8921,1,Earth,True,B,288,left,TRAPPIST-1e,25,False,0,0,0,0,0,Tachird,Prucerod,True,False
8925,1,Earth,True,C,295,left,TRAPPIST-1e,3,False,0,0,0,0,0,Okulas,Pokematic,True,False
8925,5,Earth,True,C,295,left,TRAPPIST-1e,36,False,0,0,0,0,0,Winons,Pabler,True,False
8946,1,Earth,True,C,334,right,PSO J318,33,False,0,0,0,0,0,Alik,Fuelddid,True,False
8958,1,Earth,True,G,1454,left,TRAPPIST-1e,23,False,0,0,0,0,0,Melice,Cartz,True,False
8960,3,Earth,True,G,1444,right,TRAPPIST-1e,0,False,0,0,0,0,0,Andan,Solon,True,False
8980,3,Mars,True,D,273,right,TRAPPIST-1e,23,False,0,0,0,0,0,Tark,Brie,True,False
8980,6,Mars,True,D,273,right,TRAPPIST-1e,17,False,0,0,0,0,0,Jetax,Brie,True,False
8980,7,Mars,True,D,273,right,TRAPPIST-1e,20,False,0,0,0,0,0,Rangma,Brie,True,False
8990,1,Earth,True,G,1457,left,TRAPPIST-1e,55,False,0,0,0,0,0,Allena,Petton,True,False
8994,2,Mars,True,F,1845,left,TRAPPIST-1e,8,False,0,0,0,0,0,Sceros,Flie,True,False
9005,1,Earth,True,G,1452,right,TRAPPIST-1e,28,False,0,0,0,0,0,Shard,Langatein,True,False
9017,1,Earth,True,G,1453,right,TRAPPIST-1e,39,False,0,0,0,0,0,Hardy,Chardst,True,False
9022,2,Earth,True,F,1748,right,TRAPPIST-1e,24,False,0,0,0,0,0,Willip,Boyerson,True,False
9022,3,Earth,True,F,1748,right,TRAPPIST-1e,0,False,0,0,0,0,0,Erice,Boyerson,True,False
9025,2,Earth,True,G,1454,right,TRAPPIST-1e,0,False,0,0,0,0,0,Philia,Whitersone,True,False
9033,1,Earth,True,G,1456,right,TRAPPIST-1e,40,False,0,0,0,0,0,Brank,Figuez,True,False
9039,1,Earth,True,G,1468,left,TRAPPIST-1e,23,False,0,0,0,0,0,Nance,Wilkinner,True,False
9050,1,Earth,True,G,1472,left,TRAPPIST-1e,18,False,0,0,0,0,0,Eulahy,Kimons,True,False
9062,2,Earth,True,B,74,left,TRAPPIST-1e,65,False,0,0,0,0,0,Lerion,Pughlinsons,True,False
9065,1,Mars,True,F,1755,right,TRAPPIST-1e,69,False,0,0,0,0,0,Jet,Bart,True,False
9067,2,Earth,True,G,1459,right,TRAPPIST-1e,9,False,0,0,0,0,0,Dellia,Baxters,True,False
9083,1,Mars,True,F,1859,left,TRAPPIST-1e,34,False,0,0,0,0,0,Beres,Sto,True,False
9083,2,Mars,True,E,581,left,TRAPPIST-1e,27,False,0,0,0,0,0,Chones,Sto,True,False
9086,1,Earth,True,G,1462,right,TRAPPIST-1e,22,False,0,0,0,0,200,Therry,Craftstens,True,False
9091,1,Mars,True,F,1861,left,TRAPPIST-1e,33,False,0,0,0,0,0,Lers,Ecre,True,False
9096,1,Earth,True,G,1466,right,TRAPPIST-1e,29,False,0,0,0,0,0,Maya,Sterson,True,False
9096,2,Earth,True,G,1466,right,PSO J318,24,False,0,0,230,0,0,Wally,Sterson,True,False
9102,1,Mars,True,F,1760,right,TRAPPIST-1e,33,False,0,0,0,0,0,Guteda,Sacre,True,False
9105,1,Earth,True,G,1480,left,TRAPPIST-1e,29,False,0,0,0,0,0,Mollie,Brookes,True,False
9109,1,Earth,True,G,1481,left,TRAPPIST-1e,38,False,0,0,0,0,0,unknown,unknown,True,False
9113,1,Mars,True,F,1762,right,TRAPPIST-1e,19,False,0,0,0,0,0,Railes,Horte,True,False
9121,1,Mars,True,F,1869,left,TRAPPIST-1e,20,False,0,0,0,0,0,Row,Bette,True,False
9123,1,Mars,True,F,1764,right,TRAPPIST-1e,53,False,0,0,0,0,0,Bonutz,Kidne,True,False
9133,1,Earth,True,G,1486,left,TRAPPIST-1e,27,False,0,0,0,0,0,Stendy,Rutler,True,False
9147,1,Earth,True,G,1490,left,TRAPPIST-1e,48,False,0,0,0,0,0,Gabrin,Meyersones,True,False
9154,1,Earth,True,G,1475,right,TRAPPIST-1e,16,False,0,0,0,0,0,Bel,Sweene,True,False
9155,3,Earth,True,C,304,left,TRAPPIST-1e,26,False,0,0,0,0,0,Alarmus,Ingalt,True,False
9155,4,Earth,True,C,304,left,TRAPPIST-1e,34,False,0,0,0,0,0,Canons,Ingalt,True,False
9162,1,Earth,True,D,294,left,TRAPPIST-1e,25,False,0,0,0,0,0,Zinoces,Muspereed,True,False
9182,1,Earth,True,F,1776,right,TRAPPIST-1e,14,False,0,0,230,1377,29,Garyan,Gainebergan,True,False
9191,1,Earth,True,G,1482,right,TRAPPIST-1e,41,False,0,0,0,0,0,Vana,Doughan,True,False
9212,2,Earth,True,G,1495,left,TRAPPIST-1e,40,False,0,0,0,0,0,Violey,Philloway,True,False
9238,3,Earth,True,G,1501,left,TRAPPIST-1e,16,False,0,0,0,0,0,Herina,Emenez,True,False
9238,5,Earth,True,B,86,left,TRAPPIST-1e,14,False,0,0,0,0,0,Caseye,Emenez,True,False
9258,1,Earth,True,E,598,left,TRAPPIST-1e,29,False,0,0,0,0,0,Beidus,Siveduced,True,False
9263,1,Earth,True,G,1495,right,TRAPPIST-1e,43,False,0,0,0,0,0,Loisey,Heney,True,False
9266,2,Earth,True,G,1496,right,TRAPPIST-1e,34,False,0,0,0,0,0,Jeron,Peter,True,False
9277,1,Earth,True,G,1498,right,PSO J318,43,False,0,0,0,0,0,Lilace,Leonzaley,True,False
